lp,src,mt,ref,score,raw,annotators,domain
en-de,"According to Malwarebytes' observations, it is noticeable that perpetrators are tailoring their extortion software to attacks on corporate networks.","Nach Malwarebytes 'Beobachtungen macht sich bemerkbar, dass Täter ihre Erpressungs-Software auf Angriffe auf Unternehmensnetze ausrichten.",Die Täter spezialisieren ihre Erpresser-Software laut der Beobachtungen von Malwarebytes zusehends auf Attacken in Firmennetzwerke.,0.5643547636501729,84.0,1,news
en-de,"The critiques on the Islamic State intelligence mirror disputes of more than a decade ago, when a Centcom intelligence analyst, Gregory Hooker, wrote a research paper saying that the administration of President George W. Bush, over many analysts"" objections, advocated a small force in Iraq and spent little time thinking about what would follow the 2003 invasion.","Die Kritiken über die Nachrichtenspiegel des Islamischen Staates vor mehr als einem Jahrzehnt, als ein Centcom-Geheimdienstanalyst, Gregory Hooker, ein Forschungspapier schrieb, in dem es heißt, die Regierung von Präsident George W. Bush habe sich für eine kleine Truppe im Irak ausgesprochen und wenig Zeit damit verbracht, darüber nachzudenken, was der Invasion von 2003 folgen würde.","Die Kritik hinsichtlich der Geheiminformationen über den Islamischen Staat erinnern an Zwistigkeiten von vor mehr als zehn Jahren, als ein Centcom Analyst, Gregory Hooker, ein Schriftstück darüber verfasste, wie die damalige Regierung unter George W. Bush entgegen der Empfehlungen vieler Analysten nur eine kleine Besatzungstruppe im Irak vorsah und wenig Zeit darauf verwand, sich über die Folgen der Invasion von 2003 Gedanken zu machen.",0.0781920640672626,58.5,2,news
en-de,"On Thursday, Simone became the fourth straight American to win gold in the women's individual all-around event.","Am Donnerstag wurde Simone die vierte gerade Amerikanerin, die Gold im individuellen Allround-Event der Frauen gewann.","Am Donnerstag wurde Simone die vierte, heterosexuelle Amerikanerin, die bei einer individuellen Mehrkampfveranstaltung für Frauen Gold gewann.",0.10788400650518902,73.0,1,news
en-de,"For the first time in history, the CAS, not the IOC, is responsible for sanctioning sportspeople who test positive.","Zum ersten Mal in der Geschichte ist der CAS, nicht das IOC, für die Sanktionierung von Sportlern verantwortlich, die positiv testen.","Erstmals in der Geschichte ist nicht mehr das IOC, sondern der CAS für die Sanktionierung der Sportler mit positiven Fällen zuständig.",1.3493017972026202,100.0,1,news
en-de,Changing it up: This user reckons that Nathan is an 'athletic version' of the Inception actor,"Sich verändern: Dieser Nutzer rechnet damit, dass Nathan eine ""athletische Version"" des Inception-Schauspielers ist","Einen Gang höher: Dieser User ist der Ansicht, dass Nathan die ""athletische Version"" des Inception Schauspielers ist",0.61855707360763,86.0,1,news
en-de,I can imagine that we will switch over the entire fleet.,"Ich kann mir vorstellen, dass wir über die komplette Flotte umschalten werden.","Ich kann mir vorstellen, dass wir die komplette Flotte umstellen.",-0.43087110898120096,49.0,1,news
en-de,The animals often become particularly large so they stay warm in cold waters.,"Die Tiere werden häufig besonders groß, so bleiben sie warm in kaltem Wasser.","Um sich im kalten Wasser warm zu halten, werden die Tiere zudem oft besonders groß.",0.49555906211328404,81.0,1,news
en-de,"People leaving violent relationships, people with unmanageable and crippling debts, families going through separation, workers who are unfairly sacked - all of these people have problems with legal dimensions, and this report shows that they're not able to get the help they need.","Menschen, die gewaltsame Beziehungen, Menschen mit schwer zu handhabenden und verkrüppelnden Schulden, Familien verlassen, die Trennung, Arbeiter durchgehen, die - alle diese Menschen unfair entlassen werden, haben Probleme mit gesetzlichen Dimensionen, und dieser Bericht zeigt, dass sie nicht im Stande sind, die Hilfe zu bekommen, die sie brauchen.","Leute, die gewalttätige Beziehungen verlassen, Leute mit unüberschaubaren und erdrückenden Schulden, Familien, die durch Trennungen gehen, Arbeiter, die ungerechterweise entlassen wurden - all diese Leute haben Probleme rechtlicher Art und diese Erhebung zeigt, dass sie nicht die Hilfe erhalten können, die sie benötigen.",-0.866534515433376,36.0,1,news
en-de,"For him, conducting is a need.",Für ihn ist das Leiten eine Notwendigkeit.,Dirigieren ist für ihn eine Notwendigkeit.,-0.0174507452714713,76.0,1,news
en-de,"When a reporter ordered meatloaf, the couple deemed it fitting for a discussion of Depression-era eating.","Als ein Reporter Hackbraten bestellt hat, hat das Paar ihn gehalten, für eine Diskussion des Depressionszeitalters passend, essend.","Als der Reporter Hackbraten bestellte, fand dies das Paar für eine Diskussion über das Essen in der Ära der Großen Depression passend.",-0.564048149341402,55.0,1,news
en-de,Kevin Bain thinks the 75 fish could be sand eels deposited by a waterspout.,"Kevin Bain denkt, dass die 75 Fische durch eine Wasserhose abgelegte Sandaale sein konnten.","Kevin Bain denkt, dass es sich bei den 75 Fischen um Sandaale handeln könnte, die von einem Springbrunnen ausgespien wurden.",-2.20206427380694,16.0,1,news
en-de,Kepler measures spin rates of stars in Pleiades cluster,Kepler misst Drehungsraten von Sternen in der Traube von Pleiades,Kepler misst Rotationsrate von Sternen im Sternenhaufen der Plejaden,-0.0458777306939917,67.0,1,news
en-de,"On Thursday, Simone became the fourth straight American to win gold in the women's individual all-around event.","Am Donnerstag ist Simone der vierte folgende Amerikaner geworden, um Gold im vielseitigen individuellen Frauenfall zu gewinnen.","Am Donnerstag wurde Simone die vierte, heterosexuelle Amerikanerin, die bei einer individuellen Mehrkampfveranstaltung für Frauen Gold gewann.",-1.77764376416215,17.0,1,news
en-de,"Chinese swimmer Ai Yanhan, 14, swam the second leg of the relay in 1:57.79 - 1.61 seconds slower than Canada's Taylor Ruck, allowing the Canadians to close the gap on China.","Chinesischer Schwimmer Ai Yanhan, 14 Jahre alt, ist das zweite Bein des Relais in 1:57.79 - 1,61 Sekunden langsamer geschwommen als Kanadas Taylor Ruck, den Kanadiern erlaubend, die Lücke auf China zu schließen.","Die chinesische Schwimmerin Ai Yanhan, 14, schwamm die zweite Etappe der Schwimmstaffel 1:57,79 - 1,61 Sekunden langsamer als Kanadas Taylor Ruck, was es den Kanadiern ermöglichte, die Lücke zu China aufzuschließen.",-0.597562020480045,41.0,1,news
en-de,"Famous actors, sportspeople and enterpreneurs live in the region.","Berühmte Schauspieler, sportspeople und Unternehmer leben im Gebiet.","In der Region wohnen bekannte Schauspieler, Sportler und Unternehmer.",0.175250310894458,74.0,1,news
en-de,The report released Thursday is to be followed up by more extensive findings as the investigation continues.,"Dem Bericht veröffentlicht am Donnerstag soll durch umfassendere Ergebnisse gefolgt werden, als die Untersuchung weitergeht.",Der am Donnerstag veröffentlichte Bericht wird noch durch detailliertere Erkenntnisse vervollständigt werden während die Ermittlungen fortgesetzt werden.,-1.7043487586106398,11.0,1,news
en-de,"According to police reports, a Thai woman was killed and around 20 people injured, including the Austrian woman, three Germans, three people from Holland and three Italians.","Gemäß Polizeiberichten wurde eine thailändische Frau getötet, und rund 20 Menschen, einschließlich der österreichischen Frau, drei Deutschen, drei Menschen von Holland und drei Italiener verletzt.","Dabei seien laut Polizei eine Thailänderin getötet und etwa 20 Menschen verletzt worden, darunter die Österreicherin, drei Deutsche, drei Niederländer und drei Italiener.",0.0144441020657288,62.0,1,news
en-de,"When a reporter ordered meatloaf, the couple deemed it fitting for a discussion of Depression-era eating.","Als ein Reporter meatloaf bestellt, hielt es das Ehepaar für eine Diskussion der Depression-Ära zu essen.","Als der Reporter Hackbraten bestellte, fand dies das Paar für eine Diskussion über das Essen in der Ära der Großen Depression passend.",-1.99457578560504,43.0,1,news
en-de,The International Olympic Committee announced that it would set up a disciplinary committee immediately to investigate the case.,"Der Internationale Olympische Ausschuss kündigte an, einen Disziplinarausschuß einzusetzen, um den Fall unverzüglich zu prüfen.","Das Internationale Olympische Komitee teilte mit, umgehend eine Disziplinarkommission einzurichten, um den Fall zu untersuchen.",0.961031326948384,95.0,1,news
en-de,The Greens think there's still room for manoeuvre in the discussions.,"Die Grünen glauben, dass in den Diskussionen noch Spielraum vorhanden ist.","Die Grünen rechnen damit, dass es noch Bewegung in der Diskussion geben wird.",0.607304031883433,77.0,1,news
en-de,And she still doesn't really know.,Und sie kennt sie noch nicht wirklich.,Und sie weiß es noch immer nicht wirklich.,-0.167093798857664,66.0,1,news
en-de,"For him, conducting is a need.",Für ihn ist die Durchführung ein Muss.,Dirigieren ist für ihn eine Notwendigkeit.,-1.6598304565417201,28.0,1,news
en-de,She hopes that working for the community leads to a positive public perception.,"Sie hofft, dass die Arbeit der Gemeinschaft zu einer positiven öffentlichen Wahrnehmung führt.","Sie hofft, dass die Arbeit für das Gemeinwesen zu einer positiven Außenwirkung führt.",1.16851268433334,100.0,1,news
en-de,"The critiques on the Islamic State intelligence mirror disputes of more than a decade ago, when a Centcom intelligence analyst, Gregory Hooker, wrote a research paper saying that the administration of President George W. Bush, over many analysts"" objections, advocated a small force in Iraq and spent little time thinking about what would follow the 2003 invasion.","Die Kritiken an den islamischen Staatsgeheimnis-Spiegel-Spiegel vor mehr als einem Jahrzehnt, als ein Centcom-Geheimdienstanalytiker Gregory Hooker schrieb, schrieb ein Forschungsdokument, in dem gesagt wurde, dass die Regierung von Präsident George W. Bush, über viele Analysten ""Einwände, für eine kleine Truppe im Irak plädierte und wenig Zeit für die Umsetzung der Invasion von 2003 verbrachte.","Die Kritik hinsichtlich der Geheiminformationen über den Islamischen Staat erinnern an Zwistigkeiten von vor mehr als zehn Jahren, als ein Centcom Analyst, Gregory Hooker, ein Schriftstück darüber verfasste, wie die damalige Regierung unter George W. Bush entgegen der Empfehlungen vieler Analysten nur eine kleine Besatzungstruppe im Irak vorsah und wenig Zeit darauf verwand, sich über die Folgen der Invasion von 2003 Gedanken zu machen.",-1.0977349763625501,50.0,1,news
en-de,"That is one event, one gold medal for the nation which won seven out of 10 track titles in both Beijing and London.","Das ist eine Veranstaltung, eine Goldmedaille für die Nation, die in Peking und London sieben von zehn Titeln gewann.","Das ist ein Ereignis, eine Goldmedaille für die Nation, die sieben von 10 Titeln sowohl in Peking als auch in London gewonnen wurden.",-0.840255441299031,31.0,1,news
en-de,"Famous actors, sportspeople and enterpreneurs live in the region.","Berühmte Schauspieler, Sportler und Enterpreneure leben in der Region.","In der Region wohnen bekannte Schauspieler, Sportler und Unternehmer.",1.5305681521207,96.0,2,news
en-de,"He finished the season in style, and secured the cup for his team.",Er beendete die Saison im Stil und sicherte sich den Pokal für sein Team.,Er hat die Saison auf hervorragende Weise abgeschlossen und seiner Mannschaft den Pokal gesichert.,0.292347609402157,75.0,1,news
en-de,The Greens think there's still room for manoeuvre in the discussions.,Nach Ansicht der Grünen gibt es in den Gesprächen noch Handlungsspielraum.,"Die Grünen rechnen damit, dass es noch Bewegung in der Diskussion geben wird.",0.305710506696299,64.0,2,news
en-de,"First the attacks in neighbouring countries: Paris, Copenhagen, Brussels, Nice.","Zuerst die Angriffe in den Nachbarländern: Paris, Kopenhagen, Brüssel, Nizza.","Erst die Anschläge in der Nachbarschaft: Paris, Kopenhagen, Brüssel, Nizza.",-0.468659405814178,57.0,1,news
en-de,She hopes that working for the community leads to a positive public perception.,"Sie hofft, dass die Arbeit für die Gemeinde zu einer positiven öffentlichen Wahrnehmung führt.","Sie hofft, dass die Arbeit für das Gemeinwesen zu einer positiven Außenwirkung führt.",1.06281053932284,100.0,1,news
en-de,This revealed a small keyboard and a black and white screen.,Das ergab eine kleine Tastatur und einen schwarzen und weißen Bildschirm.,Dann fanden sich eine kleine Tastatur und ein Schwarz-Weiß-Bildschirm.,-0.7780555983570451,49.5,2,news
en-de,"According to police reports, a Thai woman was killed and around 20 people injured, including the Austrian woman, three Germans, three people from Holland and three Italians.","Laut PolizeiBerichten wurde eine thailändische Frau getötet und rund 20 Menschen verletzt, darunter die Österreicherin, drei Deutsche, drei Menschen aus Holland und drei Italiener.","Dabei seien laut Polizei eine Thailänderin getötet und etwa 20 Menschen verletzt worden, darunter die Österreicherin, drei Deutsche, drei Niederländer und drei Italiener.",1.1292301407100702,99.0,1,news
en-de,"To some extent, de Maizière is launching a second attempt at proposals that the SPD long wanted nothing to do with: He wants to penalise advertising for terrorist groups, and remove German passports from jihadis with dual citizenship.","De Maizière lanciert bis zu einem gewissen Grad einen zweiten Vorschlag für Vorschläge, mit denen die SPD lange nichts zu tun hatte: Er will Werbung für Terrorgruppen bestrafen und deutsche Pässe aus Dschihadis mit doppelter Staatsbürgerschaft entfernen.","Zum Teil startet de Maizière einen zweiten Anlauf für Vorschläge, die mit der SPD bislang nicht zu machen waren: Er will Sympathiewerbung für Terrorgruppen unter Strafe stellen und Dschihadisten mit doppelter Staatsbürgerschaft den deutschen Pass abknöpfen.",0.522691370274068,89.0,1,news
en-de,"While he publicly praised the simple Iowa farmhouse cooking of his childhood, he dined like the millionaire sophisticate he had become.","Während er öffentlich das einfache Iowa-BauernKochen seiner Kindheit lobte, tanzte er wie der MillionärsKlassiker, der er geworden war.","Während er öffentlich die einfache Iowa Bauernhausküche seiner Küche lobte, speiste er wie der millionenschwere Mann von Welt, zu dem er geworden ist.",-1.6535406170574098,27.0,1,news
en-de,"If, over the course of a month, you sleep poorly for at least three nights a week, and find that this impacts you during the day, you should see a doctor, advises Weeß.","Wenn im Laufe von einem Monat, Sie schlafen schlecht, für mindestens drei Nächte in der Woche, und finde, dass diese Auswirkungen, die Sie während des Tages, sollten Sie einen Arzt aufsuchen, rät Weeß.","Wer über einen Zeitraum von einem Monat in mindestens drei Nächten pro Woche nicht gut schläft und am Tag beeinträchtigt ist, sollte zum Arzt gehen, rät Weeß.",-0.126473141789861,60.0,1,news
en-de,That would be the same as Hoy's.,Das wäre das gleiche wie Hoy.,Das käme der von Hoy gleich.,0.214410621567723,83.0,1,news
en-de,"AGL, which supplies the big aluminium smelter with electricity from its Loy Yang A power plant in the Latrobe Valley, said it expects the other three owners will also move to terminate their agreements.","AGL, das die Versorgung der großen Aluminiumhütte mit Strom aus Ihrer Loy Yang Ein Kraftwerk in der Latrobe Valley, sagte, es erwartet, dass die anderen drei Eigentümer wird auch bewegen Sie kündigen Ihre Verträge.","AGL, das die große Aluminiumschmelzerei mit seinem Loy Yang A Kraftwerk in Latrobe Valley beliefert, teilte mit, dass es davon ausgeht, dass drei weitere Besitzer ihre Verträge kündigen werden.",-1.14770482847498,40.0,1,news
en-de,"A last resort is a launcher that shoots a Roman candle firework into the air, producing a loud, bright explosion.","Der Letzte Ausweg ist ein launcher, schießt ein Goldregen-Feuerwerks in die Luft, produzieren einen lauten, hellen explosion.","Eine letzte Möglichkeit stellt ein Werfer dar, der ein Goldregenfeuerwerk in die Luft schießt und dabei eine laute, helle Explosion verursacht.",-0.5206366914670459,57.0,1,news
en-de,"Though trampoline has been an Olympic event since 2000, when it debuted at the Sydney Games, it has spent the intervening 16 years so barely acknowledged that many I surveyed did not realize it was an Olympic sport at all.","Obwohl Trampolin wurde eine Olympische Veranstaltung seit dem Jahr 2000, wenn es debütierte an der Sydney Spiele, hat er die vergangenen 16 Jahren so kaum wahrgenommen, dass viele die ich befragt habe nicht bemerkt, dass es eine Olympische Sportart überhaupt.","Obwohl das Trampolinspringen bereits seit 2000 ein olympisches Ereignis ist, als es in Sydney sein Debüt hatte, wurde es die letzten 16 Jahre so spärlich wahrgenommen, dass viele die, ich befragt hatte, nicht wussten, dass es überhaupt eine Olympiasportart ist.",-0.0285974957528473,58.0,1,news
en-de,Kevin Bain thinks the 75 fish could be sand eels deposited by a waterspout.,"Kevin Bain, denkt die 75-Fisch sein könnte, sand Aale, hinterlegt von einer Wasserhose.","Kevin Bain denkt, dass es sich bei den 75 Fischen um Sandaale handeln könnte, die von einem Springbrunnen ausgespien wurden.",-1.78193023368702,12.5,2,news
en-de,She hopes that working for the community leads to a positive public perception.,"Sie hofft, dass die Arbeit für die Gemeinschaft führt zu einer positiven öffentlichen Wahrnehmung.","Sie hofft, dass die Arbeit für das Gemeinwesen zu einer positiven Außenwirkung führt.",-0.6215128922171089,38.0,1,news
en-de,"While he publicly praised the simple Iowa farmhouse cooking of his childhood, he dined like the millionaire sophisticate he had become.","Während er öffentlich gelobt werden die einfache Iowa Bauernhaus-Küche von seiner kindheit, er speiste, wie der Millionär mit gehobenen Ansprüchen, die er geworden war.","Während er öffentlich die einfache Iowa Bauernhausküche seiner Küche lobte, speiste er wie der millionenschwere Mann von Welt, zu dem er geworden ist.",-0.44207160422051706,59.0,2,news
en-de,"According to police reports, a Thai woman was killed and around 20 people injured, including the Austrian woman, three Germans, three people from Holland and three Italians.","Laut Polizei-berichten, die eine Thai-Frau wurde getötet und rund 20 Menschen verletzt, darunter der österreichische Frau, drei Deutsche, drei Leute aus Holland und drei Italiener.","Dabei seien laut Polizei eine Thailänderin getötet und etwa 20 Menschen verletzt worden, darunter die Österreicherin, drei Deutsche, drei Niederländer und drei Italiener.",-0.137609977020346,51.0,2,news
en-de,"When a reporter ordered meatloaf, the couple deemed it fitting for a discussion of Depression-era eating.","Als ein Reporter Meatloaf bestellte, hielt das Paar es für geeignet, eine Diskussion über Essstörungen zu führen.","Als der Reporter Hackbraten bestellte, fand dies das Paar für eine Diskussion über das Essen in der Ära der Großen Depression passend.",-0.43087110898120096,49.0,1,news
en-de,"As its hydrogen escaped, all that was left was a thick atmosphere of carbon dioxide with a deathly greenhouse gas effect -- thus, the Venus we know today.","Als sein Wasserstoff entkam, war alles, was übrig geblieben war, eine dicke Atmosphäre von Kohlendioxid mit einem dreidimensionalen Treibhausgaseffekt - also der Venus, die wir heute kennen.","Als ihr Hydrogen entwich blieb nur noch eine dicke Atmosphäre an Kohlenstoffdioxid mit einer tödlichen Treibhauswirkung zurück -- die Venus, die wie wir sie heute kennen.",0.603265208925745,85.0,1,news
en-de,And she still doesn't really know.,Und das weiß sie noch nicht wirklich.,Und sie weiß es noch immer nicht wirklich.,0.166807821940086,74.5,2,news
en-de,"According to police reports, a Thai woman was killed and around 20 people injured, including the Austrian woman, three Germans, three people from Holland and three Italians.","Laut Polizeiberichten wurde eine thailändische Frau getötet und rund 20 Menschen verletzt, darunter die österreichische Frau, drei Deutsche, drei Personen aus Holland und drei Italiener.","Dabei seien laut Polizei eine Thailänderin getötet und etwa 20 Menschen verletzt worden, darunter die Österreicherin, drei Deutsche, drei Niederländer und drei Italiener.",1.16851268433334,100.0,1,news
en-de,"We can talk about the law with regard to traffic, or for witnesses appearing in court.","Wir können über das Gesetz im Hinblick auf den Verkehr sprechen, oder für Zeugen, die vor Gericht erscheinen.",Reden könne man über Regeln etwa im Straßenverkehr oder für Zeugen vor Gericht.,0.377005878051813,70.1666666666667,6,news
en-de,A flood watch remains in effect until Saturday across most of south Louisiana.,Eine Hochwasserwacht bleibt bis Samstag im gesamten Süden Louisiana in Kraft.,Ein Überschwemmungswarnsystem wird über weite Teile im Süden Louisianas bis Samstag eingesetzt.,0.8542523353472181,92.0,1,news
en-de,"According to Malwarebytes' observations, it is noticeable that perpetrators are tailoring their extortion software to attacks on corporate networks.","Nach den Beobachtungen von Malwarytes ist festzustellen, dass die Täter ihre Erpressungssoftware auf Angriffe auf Unternehmensnetzwerke schneiden.",Die Täter spezialisieren ihre Erpresser-Software laut der Beobachtungen von Malwarebytes zusehends auf Attacken in Firmennetzwerke.,-0.0880738249905058,61.0,1,news
en-de,"If, over the course of a month, you sleep poorly for at least three nights a week, and find that this impacts you during the day, you should see a doctor, advises Weeß.","Sollten Sie im Laufe eines Monats mindestens drei Nächte eine Woche schlafen und feststellen, dass diese Auswirkungen Sie tagsüber haben, sollte man einen Arzt sehen, rät Weeß.","Wer über einen Zeitraum von einem Monat in mindestens drei Nächten pro Woche nicht gut schläft und am Tag beeinträchtigt ist, sollte zum Arzt gehen, rät Weeß.",-1.10283191849446,42.0,1,news
en-de,"The decisive moment when the mass market was broken into was only at the start of 2007, when the Apple CEO at the time, Steve Jobs, announced the introduction of the iPhone at Mac World.","Der entscheidende Moment, als der Massenmarkt aufgebrochen war, war erst Anfang 2007, als der Apple-Vorstandsvorsitzende Steve Jobs die Einführung des iphone bei Mac World ankündigte.","Der entscheidende Durchbruch zum Massenmarkt kam erst Anfang 2007, damals kündigte Apple-Chef Steve Jobs auf der Mac-World die Einführung des iPhones an.",-0.417602576372813,70.5,2,news
en-de,"Since the construction site was moved southwards on Monday, and the Aspegstraße in Ofterdingen was reopened, and the link to Rottenburg was re-established, the traffic situation within the town has improved.","Da die Baustelle am Montag nach Süden verlegt wurde und die Aspegstraße in Ofterdingen wieder freigegeben wurde und die Verbindung nach Rottenburg wiederhergestellt wurde, hat sich die Verkehrssituation in der Stadt verbessert.","Seit die Baustelle am Montag nach Süden gewandert ist und auch die Sperrung der Aspergstraße in Ofterdingen aufgehoben wurde und damit auch die Verbindung nach Rottenburg wieder besteht, hat sich die Verkehrslage innerhalb des Ortes entspannt.",0.500709442737836,83.0,2,news
en-de,Kevin Bain thinks the 75 fish could be sand eels deposited by a waterspout.,"Kevin bain meint, die 75 Fische könnten Sandsäcke sein, die von einem Wasserspross hinterlegt werden.","Kevin Bain denkt, dass es sich bei den 75 Fischen um Sandaale handeln könnte, die von einem Springbrunnen ausgespien wurden.",-1.3455701075556001,36.0,1,news
en-de,"For the first time in history, the CAS, not the IOC, is responsible for sanctioning sportspeople who test positive.","Zum ersten Mal in der Geschichte ist der CAS, nicht das IOC, dafür verantwortlich, Sportler zu sanktionieren, die positive Tests durchführen.","Erstmals in der Geschichte ist nicht mehr das IOC, sondern der CAS für die Sanktionierung der Sportler mit positiven Fällen zuständig.",0.6421756542013161,86.0,1,news
en-de,"Without Robin we would be nobody, so a massive thanks to him he's the best coach in the world.","Ohne Robin wären wir niemand, deshalb ist er der beste Trainer der Welt.","Ohne Robin wären wir niemand, daher geht ein massives Danke an ihn. Er ist der beste Trainer der Welt.",-1.8274403154096601,20.0,2,news
en-de,"On Thursday, Simone became the fourth straight American to win gold in the women's individual all-around event.","Am Donnerstag wurde Simone der vierte gerade Amerikaner, um in der Einzelveranstaltung der Frauen Gold zu gewinnen.","Am Donnerstag wurde Simone die vierte, heterosexuelle Amerikanerin, die bei einer individuellen Mehrkampfveranstaltung für Frauen Gold gewann.",-1.0995895422981599,26.0,1,news
en-de,"AGL, which supplies the big aluminium smelter with electricity from its Loy Yang A power plant in the Latrobe Valley, said it expects the other three owners will also move to terminate their agreements.","AGL, das den großen Aluminiumschmelzer mit Strom von seinem Kraftwerk Loy Yangs A im Latrobe-Tal zur Verfügung stellt, sagte, es erwartet, dass die anderen drei Inhaber sich auch bewegen, um ihre Vereinbarungen zu beenden.","AGL, das die große Aluminiumschmelzerei mit seinem Loy Yang A Kraftwerk in Latrobe Valley beliefert, teilte mit, dass es davon ausgeht, dass drei weitere Besitzer ihre Verträge kündigen werden.",0.304296724621513,78.0,1,news
en-de,This revealed a small keyboard and a black and white screen.,Dieses deckte eine kleine Tastatur und einen Schwarzweiss-Schirm auf.,Dann fanden sich eine kleine Tastatur und ein Schwarz-Weiß-Bildschirm.,1.1292301407100702,99.0,1,news
en-de,Byron MacDonald's analysis of 14-year-old Ai Yanhan's fourth place finish at the women's 4x200m freestyle relay outraged viewers of CBC's live Olympic coverage on Wednesday,Byron MacDonalds Analyse des 14-jährigen vierten Platzendes Ai Yanhans an den empörten Zuschauern Freistils die 4x200m der Frauen Staffel von CBC leben olympische Abdeckung am Mittwoch,Byron MacDonalds Analyse über den vierten Platz der 14-jährigen Ai Yanhan bei dr 4x200m Freistilschwimmstaffel empörte Zuschauer der CBC-Liveübertragung der Olmypischen Spiele am Mittwoch,-1.14770482847498,40.0,1,news
en-de,"Mr. Rodriguez, 36, kept a lot of things the same.","Herr Rodriguez, 36, hielt viele Sachen die selben.","Rodriguez, 36, behielt vieles bei.",-0.972607824734905,44.5,2,news
en-de,"It's easy to listen to music by a computer or another way, but the beauty of vinyl is ..."" she drifts off into a lovestruck sigh.","Zu hören ist einfach, Musik durch einen Computer oder eine andere Weise, aber die Schönheit des Vinyls ist…“ sie treibt weg in einen lovestruck Seufzer.","Es ist leicht Musik von einem Computer oder auf andere Art und Weise zu hören, aber die Schönheit von Platten ist..."" sie treibt mit einem verliebten Seufzer ab.",-1.46523415296167,11.0,1,news
